AgenteCausale,DescrAgenteCausale,Gruppo,DescrGruppo,GrandeGruppo,DescrGrandeGruppo,,
11150104,Nitruri,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150106,Nitrati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150107,Azide di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150113,Tricloruro d'azoto,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150116,Solfato d'ammonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150121,Composto quaternario di ammonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150218,Sesquisolfuro di fosforo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150220,Solfuro di fosforo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150222,Altri composti inorganici,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150408,Idruro di antimonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160102,Ozono,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160199,altro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160203,Anidride solforosa,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160212,Tiosolfati (iposolfati),1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160213,Monocloruro di zolfo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160216,Cloruro di zolfo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160306,Biossido di selenio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160401,Tellurio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170199,Altri composti inorganici,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170201,Cloro,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170205,Ipoclorati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170207,Ipocloriti,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170399,Altri composti inorganici,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170501,Astato,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11210109,Leghe,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220104,Cromati di zinco,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220306,Nitrato mercuroso,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11240299,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250199,Altri composti inorganici,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11260104,Cromati,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270199,Altri composti,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280104,Ossido ferrico,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280210,Solfato di cobalto,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280301,Nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280303,Ossidi di nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280307,Nitrato di nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280401,Rutenio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11510200,Torio,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11510800,Iodio (isotopo),5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11520400,Radio ?,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11520800,Americio 241,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11520999,Altri elementi radioattivi scelles,ND,Ancora da determinare,ND,Ancora da determinare,,
11600300,Acido bromidrico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
11600900,Acido fluoridrico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
12111003,Propano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12111007,n-esano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112106,Pentene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112203,Etilacetilene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12131002,Toluene (metilbenzene),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132005,Fenantrene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132006,Metilcolantrene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140201,Furano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141002,Diidropirano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141099,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141199,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141202,Dibenzodiossina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141303,Piperidina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141402,Pirimidina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141403,Pirazina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141499,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141901,Benzotiofene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12142001,Indazolo,,,,,,
12211202,Dimetilcloruro (cloruro di metilene,,,,,,
12211204,Tetracloruro di carbonio (tetraclorometano),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211206,Dicloroetano,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211499,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12220202,Clorociclopropano (it),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12240202,Clorochinoline,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12240301,DERIVATI ALOGENATI DI IDROCARBURI ETEROCICLICI ( BROMURATI ),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12311114,Alcool decilico,3,ALCOLI,,,,
12311115,Alcool laurilico,3,ALCOLI,,,,
12311123,Alcool isovinile (De,,,,,,
12311125,Alcool di resina (it),3,ALCOLI,,,,
12312099,altro,3,ALCOLI,,,,
12313001,Alcool benzilico,3,ALCOLI,,,,
12313099,altro,3,ALCOLI,,,,
12321002,Glicole dietilenico,3,ALCOLI,,,,
12331003,Resorcinolo (1,,,,,,
12331005,Pirogallolo (1,,,,,,
12331011,Carvacrolo (metilisopropilfenolo),3,ALCOLI,,,,
12331014,Idrossipiridina,3,ALCOLI,,,,
12332003,4-clorocresolo (4-cloro-2-metilfenolo),3,ALCOLI,,,,
12341002,Etere metietilico,3,ALCOLI,,,,
12341005,Etere dibutilico,3,ALCOLI,,,,
12341012,Idrossietilcellulosa,3,ALCOLI,,,,
12341099,altro,3,ALCOLI,,,,
12342003,2,,,,,,
12343110,Etere mobutilico glicolico dietilenico,3,ALCOLI,,,,
12351001,Anisolo (metossibenzene),3,ALCOLI,,,,
12361011,Biossido di dipentene,3,ALCOLI,,,,
12362005,Etere fenilglicidilico,3,ALCOLI,,,,
12371001,Formaldeide (metanale),3,ALCOLI,,,,
12374001,Benzaldeide,3,ALCOLI,,,,
12375099,altro,3,ALCOLI,,,,
12377099,altro,3,ALCOLI,,,,
12381103,Chetone metilpropilico (2-pentanone),3,ALCOLI,,,,
12381110,Chetone metilesilico (2-ottanone),3,ALCOLI,,,,
12381114,Diacetile,3,ALCOLI,,,,
12381202,Forone (2,,,,,,
12381303,Cicloesanone identico a quello di cui sopra,3,ALCOLI,,,,
12381401,Acetofenone,3,ALCOLI,,,,
12381402,Benzofenone,3,ALCOLI,,,,
12391099,altro,3,ALCOLI,,,,
12401109,Acido ossalico,3,ALCOLI,,,,
12401203,Acido metacrilico,3,ALCOLI,,,,
12401207,Acido fumarico,3,ALCOLI,,,,
12404006,Acido saccarico,3,ALCOLI,,,,
12406299,altro,3,ALCOLI,,,,
12406304,acido metilclorofenossipropanoico,3,ALCOLI,,,,
12406305,Acido clorobenzoico,3,ALCOLI,,,,
12407202,Idrossiprolina,3,ALCOLI,,,,
12408099,altro,3,ALCOLI,,,,
12420006,Anidride ftalica,3,ALCOLI,,,,
12420009,Anidride trimellitica (TMA),3,ALCOLI,,,,
12431701,Metacrilato metilico (MMA),3,ALCOLI,,,,
12431705,Piruvato etilico,3,ALCOLI,,,,
12432003,Acetato di etere metilico glicolico,3,ALCOLI,,,,
12434101,Benzoato metilico,3,ALCOLI,,,,
12443005,Nitrito di etile,3,ALCOLI,,,,
12371003,Propanale,3,ALCOLI,,,,
12371010,Ottanale,3,ALCOLI,,,,
12371099,altro,3,ALCOLI,,,,
12374002,o-tolualdeide,3,ALCOLI,,,,
12374003,m-tolualdeide,3,ALCOLI,,,,
12381101,Acetone (chetone dimetilico,,,,,,
12381104,Chetone metilisopropilico (3-metil-2-butanone),3,ALCOLI,,,,
12381108,Chetone etilbutilico (3-eptanone),3,ALCOLI,,,,
12381113,2,,,,,,
12381115,Acetone acetilico (2,,,,,,
12381199,altro,3,ALCOLI,,,,
12381201,Ossido di mesitile (4-metil-3-pentano-2-uno),3,ALCOLI,,,,
12381302,Cicloesanone,3,ALCOLI,,,,
12381601,Cloroacetone (it),3,ALCOLI,,,,
12382002,o-benzochinone,3,ALCOLI,,,,
12382003,1,,,,,,
12383002,Dichetene,3,ALCOLI,,,,
12391005,Cloroacetale,3,ALCOLI,,,,
12401204,Acido oleico,3,ALCOLI,,,,
12401208,Acido maleico,3,ALCOLI,,,,
12401301,Acido cloracetico,3,ALCOLI,,,,
12401306,Acido fluoroacetico,3,ALCOLI,,,,
12402099,altro,3,ALCOLI,,,,
12404001,Acido glicolico,3,ALCOLI,,,,
12406103,Acido m-toluenico,3,ALCOLI,,,,
12406302,2,,,,,,
12406399,altro,3,ALCOLI,,,,
12411003,Acido p-toluenesolfonico,3,ALCOLI,,,,
12420010,Anidride imica (anidride 1,,,,,GLICOLI,FENOLI...;2;AGENTI CHIMICI COMPOSTI ORGANICI
12420099,altro,3,ALCOLI,,,,
12431102,Formiato etilico,3,ALCOLI,,,,
12431201,Acetato metilico,3,ALCOLI,,,,
12431599,altro,3,ALCOLI,,,,
12431703,Maleato dietilico,3,ALCOLI,,,,
12431704,Acetoacetato etilico,3,ALCOLI,,,,
11110401,Potassio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11130504,Solfati di tallio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140105,Cianuri di potassio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140110,Cianuro di sodio ferrinitropina,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140116,Altri ossidi di carbonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140203,Siliciuri,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140404,Idruro di stagno,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140504,Sali di piombo,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11140515,Monossido di piombo rosso,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150102,Ammoniaca,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150108,Azide di sodio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150109,Ossidi d'azoto,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150115,Nitrato d'ammonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150208,Fosfuri,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150302,Idrogeno arsenicato(arsina),1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150307,Arseniati,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11150310,Leghe,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160208,Solfuri,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160215,Cloruro di tionile,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160301,Selenio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160308,Ossicloruro di selenio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160399,Altri composti inorganici,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11160501,Polonio,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11170303,Ipobromiti,1,AGENTI CHIMICI INORGANICI GRUPPO A,1,AGENTI CHIMICI INORGANICI,,
11220101,Zinco,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220202,Leghe,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220299,Altri composti,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220310,Ossicianato mercurico,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11220312,Clorato mercurico,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11240399,altro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250101,Vanadio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250104,Sali di vanadio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250106,Biossido di vanadio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11250201,Niobio,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11260106,Sali di cromo,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11270102,Ossido e biossidi di manganese,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280101,Ferro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280103,Ossido ferroso,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280105,Cianuro di ferro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11280305,Cloruro di nichel,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
11520500,Kripton 85,5,ELEMENTI RADIOTTIVI,1,AGENTI CHIMICI INORGANICI,,
11600100,Acido borico,6,ACIDI INORGANICI ANIDRI E SOLUZIONI,1,AGENTI CHIMICI INORGANICI,,
12112199,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12112201,Acetilene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12121003,Cicloesano,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12122002,Ciclopentene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12122003,Diciclopentadiene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12122099,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132001,Naftalene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132004,Dibenzoantracene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132007,Pirene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132009,Benzopirene,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12132099,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140399,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
12140402,Pirrolidina (tetraidropirrolo),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140599,altro,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12140602,Mercaptobenzotiazolo,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141301,Piridina,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141308,Idrocloruro di piridina (it),1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12141701,Benzofurano,,,,,,
12142401,Carbazolo,1,AGENTI CHIMICI COMPOSTI ORGANICI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12210301,Oro,2,AGENTI CHIMICI INORGANICI GRUPPO B,1,AGENTI CHIMICI INORGANICI,,
12211201,Cloruro di metile (clorometano),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211205,Cloroetano (cloruro di etile,,,,,,
12211207,1.1 - Dicloroetano (it),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211306,Dibromo-1,,,,,,
12211502,Clorodifluorometano R22,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211504,Triclorofluorometano R11,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12211507,Diclorotetrafluoroetano R114,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12212201,Cloroetilene (cloruro di vinile),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12212206,Cloroprene (2-cloro-1,,,,,,
12220205,Aldrina,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230201,clorobenzene,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230208,DDT,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230299,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230302,Polibromobifenile (PBB),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230399,altro,2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12230401,Iodotoluene (it),2,DERIVATI ALOGENATI DI IDROCARBURI,2,AGENTI CHIMICI COMPOSTI ORGANICI,,
12311101,Metanolo,3,ALCOLI,,,,
12311105,n-butanolo,3,ALCOLI,,,,
12311112,2-etilesanolo,3,ALCOLI,,,,
12314099,altro,3,ALCOLI,,,,
12321007,Glicole dipropilenico,3,ALCOLI,,,,
12331012,1-naftolo ((-naftolo),3,ALCOLI,,,,
12331016,Tiofenolo (it),3,ALCOLI,,,,
12343112,Etere monobutilico glicolico trietilenico,3,ALCOLI,,,,
12343205,Etere monometilico glicolico dipropilenico,3,ALCOLI,,,,
12343301,Etere monometilico glicolico butilico,3,ALCOLI,,,,
12345099,altro,3,ALCOLI,,,,
12351003,Guaiacolo (metossifenolo,,,,,,
12351005,Eugenolo,3,ALCOLI,,,,
12351009,Eteri idrochinonici,3,ALCOLI,,,,
12351010,Etere difenilico,3,ALCOLI,,,,
12351011,Etere bis (fenoossifenile),3,ALCOLI,,,,
12361002,Ossido di propilene,3,ALCOLI,,,,
12361005,Ossido di dodeceno,3,ALCOLI,,,,
12361014,Biossido di diciclopentadiene,3,ALCOLI,,,,
12361099,altro,3,ALCOLI,,,,
12362008,Aldeide glicidilica,3,ALCOLI,,,,
35030906,Geranio,,,,,,
35040201,Prototheca segbwema,5,PIANTE,4,AGENTI BIOLOGICI,,
35040202,Prototheca wickerhamii,5,PIANTE,4,AGENTI BIOLOGICI,,
35050099,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35300802,Pomodoro,5,PIANTE,4,AGENTI BIOLOGICI,,
36030103,Olio di pepe,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030104,Olio di noce,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030302,Olio vegetale chetonico,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040103,Berberina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040111,Lupanina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040401,Ricino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040501,Cimarina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040505,Convallarina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040607,Diidrorotenone,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050001,Fava,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050006,Urginea,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050020,Proteina del lattice,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060004,Legno di frassino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060006,Legno di quercia,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36090401,Conservanti alimentari,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100106,Prezzemolo,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100202,Aglio,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100210,Timo,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100299,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100301,Ananas,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36120002,Cacao,,,,,,
37010201,Larve di lepidotteri (bruchi),7,ANIMALI,,,,
37010299,altro,7,ANIMALI,,,,
37010301,Bombo,7,ANIMALI,,,,
37010303,Calbrone,7,ANIMALI,,,,
37010306,Larve di imenotteri,7,ANIMALI,,,,
37010402,Musca domestica,7,ANIMALI,,,,
37010406,Oestridae,7,ANIMALI,,,,
37010499,altro,7,ANIMALI,,,,
37010804,Ctenopsyllus segnis,7,ANIMALI,,,,
37010806,Tunga penetrans,7,ANIMALI,,,,
37011004,Astaco (aragosta),7,ANIMALI,,,,
37011103,Glyciphagus,7,ANIMALI,,,,
37011105,Tyrophagus,7,ANIMALI,,,,
37011199,altro,7,ANIMALI,,,,
37011207,Ixodi,7,ANIMALI,,,,
37020005,Piume,7,ANIMALI,,,,
37020008,Seta,7,ANIMALI,,,,
38000201,Carne (tutti i tipi),8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
38000701,Frattaglie di carne,,,,,,
38001001,Latte e derivati,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
